yearid,replevel,subject,DenominatorType,disname,discode,schname,schcode,grade,NumberStudents,plevel1text,plevel2text,plevel3text,plevel4text,pAboveProftext,pbelowProfText,AvgScore
2021,sch,rea,Regular,Raymond,453,Raymond High School,21390,11,65 - 70,25,29,37,< 10 %,46,54,476
2021,sch,sci,Regular,Raymond,453,Raymond High School,21390,0,55 - 60,56,17,24,< 10 %,27,73,
2021,sch,sci,Regular,Raymond,453,Raymond High School,21390,11,55 - 60,56,17,24,< 10 %,27,73,1147
2021,sch,mat,Regular,Rivendell,457,Rivendell Academy (H),29197,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rivendell,457,Rivendell Academy (H),29197,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rivendell,457,Rivendell Academy (H),29197,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rivendell,457,Rivendell Academy (H),29197,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,0,15 - 20,60,27,13,< 10 %,13,87,
2021,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,0,10 - 15,23,31,38,< 10 %,46,54,
2021,sch,rea,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Robert Frost Charter School,737,Robert Frost Charter School,29070,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rochester,461,Chamberlain Street School,22695,0,45 - 50,47,29,18,< 10 %,24,76,
2021,sch,mat,Regular,Rochester,461,Chamberlain Street School,22695,4,15 - 20,56,22,17,< 10 %,22,78,429
2021,sch,mat,Regular,Rochester,461,Chamberlain Street School,22695,5,25 - 30,41,33,19,< 10 %,26,74,470
2021,sch,rea,Regular,Rochester,461,Chamberlain Street School,22695,0,70 - 75,59,13,27,< 10 %,28,72,
2021,sch,rea,Regular,Rochester,461,Chamberlain Street School,22695,3,30 - 35,76,18,< 10 %,< 10 %,< 10 %,> 90 %,537
2021,sch,rea,Regular,Rochester,461,Chamberlain Street School,22695,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rochester,461,Chamberlain Street School,22695,5,25 - 30,43,11,43,< 10 %,46,54,608
2021,sch,sci,Regular,Rochester,461,Chamberlain Street School,22695,0,30 - 35,71,16,10,< 10 %,13,87,
2021,sch,sci,Regular,Rochester,461,Chamberlain Street School,22695,5,30 - 35,71,16,10,< 10 %,13,87,538
2021,sch,mat,Regular,Rochester,461,East Rochester School,22650,0,75 - 80,19,39,30,12,42,58,
2021,sch,mat,Regular,Rochester,461,East Rochester School,22650,3,25 - 30,20,56,20,< 10 %,24,76,421
2021,sch,mat,Regular,Rochester,461,East Rochester School,22650,4,25 - 30,24,28,41,< 10 %,48,52,450
2021,sch,mat,Regular,Rochester,461,East Rochester School,22650,5,20 - 25,13,35,26,26,52,48,496
2021,sch,rea,Regular,Rochester,461,East Rochester School,22650,0,75 - 80,25,31,31,13,44,56,
2021,sch,rea,Regular,Rochester,461,East Rochester School,22650,3,25 - 30,20,56,16,< 10 %,24,76,572
2021,sch,rea,Regular,Rochester,461,East Rochester School,22650,4,25 - 30,34,28,24,14,38,62,594
2021,sch,rea,Regular,Rochester,461,East Rochester School,22650,5,20 - 25,17,< 10 %,57,17,74,26,627
2021,sch,sci,Regular,Rochester,461,East Rochester School,22650,0,20 - 25,35,22,35,< 10 %,43,57,
2021,sch,sci,Regular,Rochester,461,East Rochester School,22650,5,20 - 25,35,22,35,< 10 %,43,57,548
2021,sch,mat,Regular,Rochester,461,Gonic School,22725,0,15 - 20,47,20,20,13,33,67,
2021,sch,mat,Regular,Rochester,461,Gonic School,22725,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rochester,461,Gonic School,22725,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rochester,461,Gonic School,22725,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rochester,461,Gonic School,22725,0,15 - 20,53,27,20,< 10 %,20,80,
2021,sch,rea,Regular,Rochester,461,Gonic School,22725,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rochester,461,Gonic School,22725,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rochester,461,Gonic School,22725,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Rochester,461,Gonic School,22725,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Rochester,461,Gonic School,22725,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rochester,461,Maple Street Magnet School,29080,0,45 - 50,26,34,28,13,40,60,
2021,sch,mat,Regular,Rochester,461,Maple Street Magnet School,29080,3,15 - 20,31,50,19,< 10 %,19,81,415
2021,sch,mat,Regular,Rochester,461,Maple Street Magnet School,29080,4,15 - 20,22,28,33,17,50,50,458
2021,sch,mat,Regular,Rochester,461,Maple Street Magnet School,29080,5,10 - 15,23,23,31,23,54,46,494
2021,sch,rea,Regular,Rochester,461,Maple Street Magnet School,29080,0,45 - 50,20,29,37,14,51,49,
2021,sch,rea,Regular,Rochester,461,Maple Street Magnet School,29080,3,15 - 20,33,44,22,< 10 %,22,78,561
2021,sch,rea,Regular,Rochester,461,Maple Street Magnet School,29080,4,15 - 20,11,28,33,28,61,39,620
2021,sch,rea,Regular,Rochester,461,Maple Street Magnet School,29080,5,10 - 15,15,< 10 %,62,15,77,23,639
2021,sch,sci,Regular,Rochester,461,Maple Street Magnet School,29080,0,10 - 15,31,15,31,23,54,46,
2021,sch,sci,Regular,Rochester,461,Maple Street Magnet School,29080,5,10 - 15,31,15,31,23,54,46,553
2021,sch,mat,Regular,Rochester,461,McClelland School,22665,0,45 - 50,39,35,14,12,27,73,
2021,sch,mat,Regular,Rochester,461,McClelland School,22665,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rochester,461,McClelland School,22665,4,20 - 25,46,29,13,13,25,75,439
2021,sch,mat,Regular,Rochester,461,McClelland School,22665,5,20 - 25,29,42,17,13,29,71,476
2021,sch,rea,Regular,Rochester,461,McClelland School,22665,0,55 - 60,51,28,19,< 10 %,21,79,
2021,sch,rea,Regular,Rochester,461,McClelland School,22665,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rochester,461,McClelland School,22665,4,30 - 35,50,27,20,< 10 %,23,77,573
2021,sch,rea,Regular,Rochester,461,McClelland School,22665,5,25 - 30,50,31,19,< 10 %,19,81,598
2021,sch,sci,Regular,Rochester,461,McClelland School,22665,0,20 - 25,63,25,< 10 %,< 10 %,13,88,
2021,sch,sci,Regular,Rochester,461,McClelland School,22665,5,20 - 25,63,25,< 10 %,< 10 %,13,88,542
2021,sch,mat,Regular,Rochester,461,Nancy Loud School,22660,0,20 - 25,25,35,30,10,40,60,
2021,sch,mat,Regular,Rochester,461,Nancy Loud School,22660,3,10 - 15,27,36,27,< 10 %,36,64,420
2021,sch,mat,Regular,Rochester,461,Nancy Loud School,22660,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rochester,461,Nancy Loud School,22660,0,20 - 25,30,40,20,10,30,70,
2021,sch,rea,Regular,Rochester,461,Nancy Loud School,22660,3,10 - 15,27,55,< 10 %,< 10 %,18,82,570
2021,sch,rea,Regular,Rochester,461,Nancy Loud School,22660,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rochester,461,Rochester Middle School,22705,0,270 - 275,58,24,13,< 10 %,18,82,
2021,sch,mat,Regular,Rochester,461,Rochester Middle School,22705,6,60 - 65,65,16,14,< 10 %,19,81,464
2021,sch,mat,Regular,Rochester,461,Rochester Middle School,22705,7,120 - 125,55,27,15,< 10 %,18,82,490
2021,sch,mat,Regular,Rochester,461,Rochester Middle School,22705,8,80 - 85,58,25,< 10 %,< 10 %,17,83,518
2021,sch,rea,Regular,Rochester,461,Rochester Middle School,22705,0,260 - 265,48,24,25,< 10 %,28,72,
2021,sch,rea,Regular,Rochester,461,Rochester Middle School,22705,6,60 - 65,44,26,28,< 10 %,30,70,612
2021,sch,rea,Regular,Rochester,461,Rochester Middle School,22705,7,115 - 120,48,25,22,< 10 %,27,73,607
2021,sch,rea,Regular,Rochester,461,Rochester Middle School,22705,8,80 - 85,51,22,26,< 10 %,27,73,621
2021,sch,sci,Regular,Rochester,461,Rochester Middle School,22705,0,80 - 85,65,21,10,< 10 %,14,86,
2021,sch,sci,Regular,Rochester,461,Rochester Middle School,22705,8,80 - 85,65,21,10,< 10 %,14,86,839
2021,sch,mat,Regular,Rochester,461,School Street School,22720,0,15 - 20,40,27,20,13,33,67,
2021,sch,mat,Regular,Rochester,461,School Street School,22720,3,10 - 15,55,18,18,< 10 %,27,73,415
2021,sch,mat,Regular,Rochester,461,School Street School,22720,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rochester,461,School Street School,22720,0,15 - 20,40,20,20,20,40,60,
2021,sch,rea,Regular,Rochester,461,School Street School,22720,3,10 - 15,55,18,< 10 %,18,27,73,561
2021,sch,rea,Regular,Rochester,461,School Street School,22720,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rochester,461,Spaulding High School,22700,0,230 - 235,30,40,27,< 10 %,30,70,
2021,sch,mat,Regular,Rochester,461,Spaulding High School,22700,11,230 - 235,30,40,27,< 10 %,30,70,474
2021,sch,rea,Regular,Rochester,461,Spaulding High School,22700,0,230 - 235,29,22,42,< 10 %,49,51,
2021,sch,rea,Regular,Rochester,461,Spaulding High School,22700,11,230 - 235,29,22,42,< 10 %,49,51,478
2021,sch,sci,Regular,Rochester,461,Spaulding High School,22700,0,195 - 200,38,16,42,< 10 %,46,54,
2021,sch,sci,Regular,Rochester,461,Spaulding High School,22700,11,195 - 200,38,16,42,< 10 %,46,54,1151
2021,sch,mat,Regular,Rochester,461,William Allen School,22690,0,25 - 30,31,24,34,10,45,55,
2021,sch,mat,Regular,Rochester,461,William Allen School,22690,3,10 - 15,38,31,31,< 10 %,31,69,413
2021,sch,mat,Regular,Rochester,461,William Allen School,22690,4,10 - 15,18,27,27,27,55,45,464
2021,sch,mat,Regular,Rochester,461,William Allen School,22690,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rochester,461,William Allen School,22690,0,30 - 35,52,26,16,< 10 %,23,77,
2021,sch,rea,Regular,Rochester,461,William Allen School,22690,3,10 - 15,77,23,< 10 %,< 10 %,< 10 %,> 90 %,530
2021,sch,rea,Regular,Rochester,461,William Allen School,22690,4,10 - 15,36,27,27,< 10 %,36,64,589
2021,sch,rea,Regular,Rochester,461,William Allen School,22690,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Rochester,461,William Allen School,22690,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Rochester,461,William Allen School,22690,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rollinsford,463,Rollinsford Grade School,22810,0,65 - 70,39,32,22,< 10 %,29,71,
2021,sch,mat,Regular,Rollinsford,463,Rollinsford Grade School,22810,3,15 - 20,27,33,27,13,40,60,426
2021,sch,mat,Regular,Rollinsford,463,Rollinsford Grade School,22810,4,15 - 20,17,33,33,17,50,50,460
2021,sch,mat,Regular,Rollinsford,463,Rollinsford Grade School,22810,5,15 - 20,39,39,22,< 10 %,22,78,468
2021,sch,mat,Regular,Rollinsford,463,Rollinsford Grade School,22810,6,15 - 20,72,22,< 10 %,< 10 %,< 10 %,> 90 %,454
2021,sch,rea,Regular,Rollinsford,463,Rollinsford Grade School,22810,0,65 - 70,25,33,30,12,42,58,
2021,sch,rea,Regular,Rollinsford,463,Rollinsford Grade School,22810,3,15 - 20,33,27,13,27,40,60,578
2021,sch,rea,Regular,Rollinsford,463,Rollinsford Grade School,22810,4,15 - 20,33,22,28,17,44,56,594
2021,sch,rea,Regular,Rollinsford,463,Rollinsford Grade School,22810,5,15 - 20,17,39,39,< 10 %,44,56,617
2021,sch,rea,Regular,Rollinsford,463,Rollinsford Grade School,22810,6,15 - 20,17,44,39,< 10 %,39,61,625
2021,sch,sci,Regular,Rollinsford,463,Rollinsford Grade School,22810,0,15 - 20,29,47,18,< 10 %,24,76,
2021,sch,sci,Regular,Rollinsford,463,Rollinsford Grade School,22810,5,15 - 20,29,47,18,< 10 %,24,76,548
2021,sch,mat,Regular,Rumney,467,Russell Elementary School,22375,0,55 - 60,20,31,34,15,49,51,
2021,sch,mat,Regular,Rumney,467,Russell Elementary School,22375,3,10 - 15,15,< 10 %,54,23,77,23,437
2021,sch,mat,Regular,Rumney,467,Russell Elementary School,22375,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rumney,467,Russell Elementary School,22375,5,10 - 15,27,45,27,< 10 %,27,73,474
2021,sch,mat,Regular,Rumney,467,Russell Elementary School,22375,6,10 - 15,27,36,27,< 10 %,36,64,502
2021,sch,mat,Regular,Rumney,467,Russell Elementary School,22375,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Rumney,467,Russell Elementary School,22375,8,10 - 15,18,27,27,27,55,45,596
2021,sch,rea,Regular,Rumney,467,Russell Elementary School,22375,0,55 - 60,20,22,46,12,58,42,
2021,sch,rea,Regular,Rumney,467,Russell Elementary School,22375,3,10 - 15,< 10 %,15,69,< 10 %,77,23,594
2021,sch,rea,Regular,Rumney,467,Russell Elementary School,22375,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rumney,467,Russell Elementary School,22375,5,10 - 15,18,27,36,18,55,45,628
2021,sch,rea,Regular,Rumney,467,Russell Elementary School,22375,6,10 - 15,27,18,45,< 10 %,55,45,634
2021,sch,rea,Regular,Rumney,467,Russell Elementary School,22375,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Rumney,467,Russell Elementary School,22375,8,10 - 15,27,18,36,18,55,45,673
2021,sch,sci,Regular,Rumney,467,Russell Elementary School,22375,0,20 - 25,41,23,27,< 10 %,36,64,
2021,sch,sci,Regular,Rumney,467,Russell Elementary School,22375,5,10 - 15,36,27,27,< 10 %,36,64,550
2021,sch,sci,Regular,Rumney,467,Russell Elementary School,22375,8,10 - 15,45,18,27,< 10 %,36,64,848
2021,sch,mat,Regular,Rye,471,Rye Elementary School,22475,0,75 - 80,< 10 %,< 10 %,35,56,> 90 %,< 10 %,
2021,sch,mat,Regular,Rye,471,Rye Elementary School,22475,3,45 - 50,< 10 %,< 10 %,33,59,> 90 %,< 10 %,461
2021,sch,mat,Regular,Rye,471,Rye Elementary School,22475,4,30 - 35,< 10 %,< 10 %,39,52,90,10,490
2021,sch,rea,Regular,Rye,471,Rye Elementary School,22475,0,75 - 80,< 10 %,< 10 %,24,64,88,12,
2021,sch,rea,Regular,Rye,471,Rye Elementary School,22475,3,45 - 50,< 10 %,11,29,58,87,13,616
2021,sch,rea,Regular,Rye,471,Rye Elementary School,22475,4,30 - 35,< 10 %,< 10 %,16,74,90,10,653
2021,sch,mat,Regular,Rye,471,Rye Junior High School,22470,0,135 - 140,< 10 %,24,30,38,68,32,
2021,sch,mat,Regular,Rye,471,Rye Junior High School,22470,5,40 - 45,< 10 %,34,24,37,61,39,507
2021,sch,mat,Regular,Rye,471,Rye Junior High School,22470,6,35 - 40,14,11,47,28,75,25,534
2021,sch,mat,Regular,Rye,471,Rye Junior High School,22470,7,30 - 35,< 10 %,25,22,47,69,31,585
2021,sch,mat,Regular,Rye,471,Rye Junior High School,22470,8,25 - 30,< 10 %,24,28,41,69,31,614
2021,sch,rea,Regular,Rye,471,Rye Junior High School,22470,0,135 - 140,< 10 %,20,41,33,74,26,
2021,sch,rea,Regular,Rye,471,Rye Junior High School,22470,5,40 - 45,< 10 %,15,37,41,78,22,649
2021,sch,rea,Regular,Rye,471,Rye Junior High School,22470,6,35 - 40,< 10 %,33,36,22,58,42,656
2021,sch,rea,Regular,Rye,471,Rye Junior High School,22470,7,30 - 35,< 10 %,13,50,34,84,16,684
2021,sch,rea,Regular,Rye,471,Rye Junior High School,22470,8,25 - 30,< 10 %,17,45,31,76,24,688
2021,sch,sci,Regular,Rye,471,Rye Junior High School,22470,0,65 - 70,19,22,38,22,59,41,
2021,sch,sci,Regular,Rye,471,Rye Junior High School,22470,5,40 - 45,15,30,28,28,55,45,556
2021,sch,sci,Regular,Rye,471,Rye Junior High School,22470,8,25 - 30,24,10,52,14,66,34,859
2021,sch,mat,Regular,Salem,473,Dr. L. F. Soule School,22895,0,105 - 110,26,32,17,25,42,58,
2021,sch,mat,Regular,Salem,473,Dr. L. F. Soule School,22895,3,35 - 40,23,26,26,26,51,49,434
2021,sch,mat,Regular,Salem,473,Dr. L. F. Soule School,22895,4,35 - 40,34,31,14,20,34,66,447
2021,sch,mat,Regular,Salem,473,Dr. L. F. Soule School,22895,5,35 - 40,20,40,11,29,40,60,496
2021,sch,rea,Regular,Salem,473,Dr. L. F. Soule School,22895,0,105 - 110,30,26,25,20,45,55,
2021,sch,rea,Regular,Salem,473,Dr. L. F. Soule School,22895,3,35 - 40,20,26,37,17,54,46,583
2021,sch,rea,Regular,Salem,473,Dr. L. F. Soule School,22895,4,35 - 40,46,26,17,11,29,71,579
2021,sch,rea,Regular,Salem,473,Dr. L. F. Soule School,22895,5,35 - 40,23,26,20,31,51,49,628
2021,sch,sci,Regular,Salem,473,Dr. L. F. Soule School,22895,0,30 - 35,41,41,12,< 10 %,18,82,
2021,sch,sci,Regular,Salem,473,Dr. L. F. Soule School,22895,5,30 - 35,41,41,12,< 10 %,18,82,546
2021,sch,mat,Regular,Salem,473,Mary A. Fisk Elementary School,22875,0,125 - 130,26,29,31,14,45,55,
2021,sch,mat,Regular,Salem,473,Mary A. Fisk Elementary School,22875,3,35 - 40,27,16,41,16,57,43,430
2021,sch,mat,Regular,Salem,473,Mary A. Fisk Elementary School,22875,4,45 - 50,26,19,45,11,55,45,455
2021,sch,mat,Regular,Salem,473,Mary A. Fisk Elementary School,22875,5,45 - 50,24,51,< 10 %,16,24,76,479
2021,sch,rea,Regular,Salem,473,Mary A. Fisk Elementary School,22875,0,125 - 130,27,29,31,12,43,57,
2021,sch,rea,Regular,Salem,473,Mary A. Fisk Elementary School,22875,3,35 - 40,24,35,27,14,41,59,577
2021,sch,rea,Regular,Salem,473,Mary A. Fisk Elementary School,22875,4,45 - 50,40,23,26,11,36,64,591
2021,sch,rea,Regular,Salem,473,Mary A. Fisk Elementary School,22875,5,45 - 50,16,31,40,13,53,47,622
2021,sch,sci,Regular,Salem,473,Mary A. Fisk Elementary School,22875,0,45 - 50,49,31,20,< 10 %,20,80,
2021,sch,sci,Regular,Salem,473,Mary A. Fisk Elementary School,22875,5,45 - 50,49,31,20,< 10 %,20,80,541
2021,sch,mat,Regular,Salem,473,North Salem Elementary School,22890,0,180 - 185,25,24,26,25,51,49,
2021,sch,mat,Regular,Salem,473,North Salem Elementary School,22890,3,55 - 60,20,18,29,34,63,38,443
2021,sch,mat,Regular,Salem,473,North Salem Elementary School,22890,4,50 - 55,15,25,37,23,60,40,465
2021,sch,mat,Regular,Salem,473,North Salem Elementary School,22890,5,70 - 75,36,29,16,19,36,64,482
2021,sch,rea,Regular,Salem,473,North Salem Elementary School,22890,0,180 - 185,19,23,28,30,58,42,
2021,sch,rea,Regular,Salem,473,North Salem Elementary School,22890,3,55 - 60,< 10 %,27,24,40,64,36,600
2021,sch,rea,Regular,Salem,473,North Salem Elementary School,22890,4,50 - 55,19,13,42,25,67,33,610
2021,sch,rea,Regular,Salem,473,North Salem Elementary School,22890,5,70 - 75,26,27,21,26,47,53,625
2021,sch,sci,Regular,Salem,473,North Salem Elementary School,22890,0,70 - 75,42,18,23,16,40,60,
2021,sch,sci,Regular,Salem,473,North Salem Elementary School,22890,5,70 - 75,42,18,23,16,40,60,547
2021,sch,mat,Regular,Salem,473,Salem High School,22880,0,260 - 265,16,38,39,< 10 %,46,54,
2021,sch,mat,Regular,Salem,473,Salem High School,22880,11,260 - 265,16,38,39,< 10 %,46,54,509
2021,sch,rea,Regular,Salem,473,Salem High School,22880,0,260 - 265,19,23,48,10,58,42,
2021,sch,rea,Regular,Salem,473,Salem High School,22880,11,260 - 265,19,23,48,10,58,42,503
2021,sch,sci,Regular,Salem,473,Salem High School,22880,0,265 - 270,41,20,35,< 10 %,39,61,
2021,sch,sci,Regular,Salem,473,Salem High School,22880,11,265 - 270,41,20,35,< 10 %,39,61,1150
2021,sch,mat,Regular,Salem,473,William E. Lancaster School,22860,0,105 - 110,19,31,27,24,51,49,
2021,sch,mat,Regular,Salem,473,William E. Lancaster School,22860,3,35 - 40,21,24,24,32,55,45,430
2021,sch,mat,Regular,Salem,473,William E. Lancaster School,22860,4,30 - 35,24,32,29,15,44,56,456
2021,sch,mat,Regular,Salem,473,William E. Lancaster School,22860,5,35 - 40,11,36,28,25,53,47,497
2021,sch,rea,Regular,Salem,473,William E. Lancaster School,22860,0,105 - 110,21,31,31,17,48,52,
2021,sch,rea,Regular,Salem,473,William E. Lancaster School,22860,3,35 - 40,21,39,26,13,39,61,578
2021,sch,rea,Regular,Salem,473,William E. Lancaster School,22860,4,30 - 35,26,35,24,15,38,62,603
2021,sch,rea,Regular,Salem,473,William E. Lancaster School,22860,5,35 - 40,17,17,44,22,67,33,625
2021,sch,sci,Regular,Salem,473,William E. Lancaster School,22860,0,35 - 40,36,31,31,< 10 %,33,67,
2021,sch,sci,Regular,Salem,473,William E. Lancaster School,22860,5,35 - 40,36,31,31,< 10 %,33,67,546
2021,sch,mat,Regular,Salem,473,William T. Barron Elementary School,22865,0,190 - 195,14,21,34,31,65,35,
2021,sch,mat,Regular,Salem,473,William T. Barron Elementary School,22865,3,65 - 70,17,23,28,32,60,40,434
2021,sch,mat,Regular,Salem,473,William T. Barron Elementary School,22865,4,65 - 70,< 10 %,24,47,20,67,33,468
2021,sch,mat,Regular,Salem,473,William T. Barron Elementary School,22865,5,60 - 65,15,17,25,43,68,32,511
2021,sch,rea,Regular,Salem,473,William T. Barron Elementary School,22865,0,190 - 195,20,24,33,23,56,44,
2021,sch,rea,Regular,Salem,473,William T. Barron Elementary School,22865,3,65 - 70,25,31,28,17,45,55,580
2021,sch,rea,Regular,Salem,473,William T. Barron Elementary School,22865,4,65 - 70,21,18,33,27,61,39,613
2021,sch,rea,Regular,Salem,473,William T. Barron Elementary School,22865,5,60 - 65,13,23,38,25,63,37,637
2021,sch,sci,Regular,Salem,473,William T. Barron Elementary School,22865,0,60 - 65,38,33,22,< 10 %,28,72,
2021,sch,sci,Regular,Salem,473,William T. Barron Elementary School,22865,5,60 - 65,38,33,22,< 10 %,28,72,548
2021,sch,mat,Regular,Salem,473,Woodbury School,22850,0,695 - 700,27,32,28,14,42,58,
2021,sch,mat,Regular,Salem,473,Woodbury School,22850,6,225 - 230,27,32,30,11,41,59,503
2021,sch,mat,Regular,Salem,473,Woodbury School,22850,7,220 - 225,26,32,28,14,42,58,535
2021,sch,mat,Regular,Salem,473,Woodbury School,22850,8,245 - 250,27,31,24,18,42,58,574
2021,sch,rea,Regular,Salem,473,Woodbury School,22850,0,690 - 695,17,23,43,18,60,40,
2021,sch,rea,Regular,Salem,473,Woodbury School,22850,6,225 - 230,17,22,45,16,61,39,647
2021,sch,rea,Regular,Salem,473,Woodbury School,22850,7,220 - 225,16,21,42,21,63,37,658
2021,sch,rea,Regular,Salem,473,Woodbury School,22850,8,240 - 245,18,26,41,15,57,43,664
2021,sch,sci,Regular,Salem,473,Woodbury School,22850,0,240 - 245,33,26,34,< 10 %,41,59,
2021,sch,sci,Regular,Salem,473,Woodbury School,22850,8,240 - 245,33,26,34,< 10 %,41,59,850
2021,sch,mat,Regular,Sanborn Regional,476,Daniel J. Bakie School,20625,0,80 - 85,31,29,25,14,40,60,
